3416180, 9885243, 6469063
10753129, 16621357, 5868228
17350636, 23039813, 5689177
23945055, 29647088, 5702033
30534876, 36376883, 5842007
37166688, 42896950, 5730262
43690216, 49319139, 5628923
50143073, 56089691, 5946618
56936840, 62647753, 5710913
63493280, 69282594, 5789314
70065410, 75744475, 5679065
76502818, 82575100, 6072282
83397860, 89281192, 5883332
90132950, 96035851, 5902901
96828434, 102701417, 5872983
103516595, 109381951, 5865356
110248666, 116434625, 6185959
117358391, 123205482, 5847091
124066761, 129877489, 5810728
130675893, 136595251, 5919358
137407648, 143001650, 5594002
143809084, 149751567, 5942483
150565476, 156257529, 5692053
157098451, 162859857, 5761406
163668488, 169397066, 5728578
170307556, 175928913, 5621357
176742399, 182461398, 5718999
183439812, 189012735, 5572923
189811416, 195376094, 5564678
196207972, 201981095, 5773123
202800484, 208540085, 5739601
209396472, 215059726, 5663254
215940519, 222262955, 6322436
223168103, 228978209, 5810106
229911813, 235869502, 5957689
236729335, 242518212, 5788877
243384635, 248913835, 5529200
249712760, 255583524, 5870764
256449839, 262244029, 5794190
263056376, 268712114, 5655738
269588874, 275361408, 5772534
276181944, 281895478, 5713534
282725756, 288666914, 5941158
289480679, 295278151, 5797472
296132746, 301606252, 5473506
302447663, 308101552, 5653889
309075729, 314686650, 5610921
315517207, 321200841, 5683634
322043276, 328350605, 6307329
329130611, 334838321, 5707710
335643211, 341321236, 5678025
342125087, 347571330, 5446243
348360004, 354171315, 5811311
355061027, 360700455, 5639428
361482698, 367206331, 5723633
368045598, 373798416, 5752818
374618813, 380718259, 6099446
381552857, 387346837, 5793980
388169905, 393802733, 5632828
394695095, 400444347, 5749252
401293177, 407073935, 5780758
407920464, 413635962, 5715498
414423331, 419914162, 5490831
420774741, 426646282, 5871541
427452577, 433783925, 6331348
434646814, 440369347, 5722533
441205686, 446947608, 5741922
447789194, 453533392, 5744198
454353020, 460100251, 5747231
460992749, 466588383, 5595634
467390605, 472932772, 5542167
473811751, 479493638, 5681887
480362674, 485981295, 5618621
486874138, 492788249, 5914111
493571423, 499339434, 5768011
500221363, 505985238, 5763875
506813610, 512585116, 5771506
513406712, 519285240, 5878528
520118785, 525837750, 5718965
526690376, 532409753, 5719377
533213576, 539584994, 6371418
540563071, 546313640, 5750569
547207585, 553080994, 5873409
553843734, 559588825, 5745091
560453725, 566154946, 5701221
567065158, 572768645, 5703487
573615343, 579476371, 5861028
580265702, 585800494, 5534792
586671852, 592547233, 5875381
593400375, 599295041, 5894666
600122736, 606058448, 5935712
606872652, 612633070, 5760418
613456756, 619234304, 5777548
620071230, 625822686, 5751456
626670135, 632528759, 5858624
633368636, 639154851, 5786215
639984083, 646432628, 6448545
647267089, 653027247, 5760158
653883514, 659623360, 5739846
660472509, 666164161, 5691652
